ratio,word
0.3572281727564816,wifi
0.3280051347135648,2018-01-20
0.3280051347135648,02:58:51
0.3100242786371106,vpn
0.29082547401476017,解决
0.2762840358615923,回答
0.2555876193724835,青蛙
0.21932358030428067,蜂窝
0.21205169180724534,轮流
0.1909430793225926,开关
0.18400318554089967,没法
0.16394656319372364,旅行
0.16084856235691128,邮件
0.13093718423181108,问题
0.12928372015013798,广告
0.12233796700685785,遇到
0.12157792757829472,办法
0.09729783160932814,开
0.09558578877722722,觉得
0.07055860543049439,情况
0.06398372435206967,咯
0.062286784764008646,我
0.06072994656340442,g
0.05684329880603591,遍
0.05348629677467356,领
0.046605254308586745,可以
0.04038904165100483,数
0.040246893032792386,看
0.03450888870238014,怎么办
0.032409877067190014,别的
0.03201052173293004,人家
0.027960080653262546,打
0.027033742335405234,或者
0.023861882414933526,把
0.02218179715560935,小
0.022153839836993126,而言
0.02030569845258718,这么
0.018845749667350954,次
0.017599100052487257,说
0.013364441101841798,这样
0.012634762423214948,对
0.012248756515094394,都
0.011746986697523878,就
0.008898999397936976,不
0.008414306390440263,和
0.007849989441789603,z
0.006610066235745019,t
0.006262544658355176,是
0.005551489898222154,在
