ratio,word
0.42035138966905433,道指
0.40786324110186106,下跌
0.2325678419679884,美股
0.22088330464083772,指数
0.21955982703567478,报收
0.2100330440621752,股市
0.18673100335564558,道琼斯
0.15164405895465252,美国
0.12605856591185632,通胀率
0.11250744415262703,断崖式
0.10209786140892343,上涨
0.10115050268580345,上扬
0.10071684611113159,股指
0.09805684198676959,1月
0.09600990116667611,美联储
0.09000595532210162,tjm
0.09000595532210162,25000点
0.09000595532210162,26000点
0.08968488638165208,恐慌性
0.08968488638165208,策略师
0.08879014293293988,回升
0.08218571751410213,24000点
0.08116625159113282,担忧
0.08013791389595898,7000点
0.07971650214729138,利率
0.07875521090683892,约瑟夫·坦尼欧
0.07875521090683892,蒂姆·安德森
0.07875521090683892,贝斯默
0.07875521090683892,王嘉源
0.07287328989340158,公投
0.06531938475130675,劳工部
0.06419789218625406,过山车
0.06282628116962391,冲破
0.062306550442822836,宛如
0.06051393237172766,尽数
0.060279337408499986,因素
0.05962925314055483,普尔
0.05958266738483023,牛市
0.05927822539264531,5日
0.05812846937268614,涨势
0.05655896515925038,借贷
0.056029269832801425,抛售
0.05596715538147738,颓势
0.05563422975240082,很快
0.0549726000064455,纳斯达克
0.054726937988100174,下挫
0.05433067823736548,指出
0.05414321948567392,分析
0.05371606071961395,当天
0.05363862888148805,升高
0.05305098390962452,景象
0.0521793648109213,大幅
0.05216045540535172,关口
0.052098590683864854,投资
0.05189215792274489,信托
0.051454158729049466,点
0.050928284798006415,总计
0.05056164987702709,星期五
0.050341960777016095,再现
0.05027641455782476,大选
0.050106618365480804,预示
0.049593137891126945,低位
0.04937656159996822,坚实
0.04928846326623693,华尔街
0.04866644220702821,目前
0.04844572125779666,境内
0.04710824727931417,企业
0.046838968630509036,收益率
0.04641150190150849,数据
0.046379517639937085,短暂
0.04550706962757106,促使
0.045206532891483346,下行
0.04487123784048636,债券
0.04485346877014174,高位
0.044778343614007225,次数
0.04447126672862496,跌幅
0.0437172280803886,3点
0.04295448212825022,区间
0.04252752692689267,资深
0.04240535760696256,工资
0.04097041636555997,总监
0.040616170216232296,灾
0.04050763391094634,2016年
0.03972508847876689,乐观
0.039462175270599045,日报
0.03935627577961132,纽约
0.03934193210264484,走势
0.038739356900243854,总统
0.03821280530122941,盈利
0.0378251414101766,认为
0.037604949998495896,现有
0.03710073039541745,工业
0.036864368548722604,视觉
0.03662707824592864,加快
0.03632964588651854,息
0.036258077137367915,支撑
0.036112330918315776,形势
0.03505864528532416,开始
0.03495769007236249,黑色
0.03483449924287176,运营
