ratio,word
0.6896122631975925,比特币
0.32389941451062104,黄金
0.2631449122542779,高逾
0.23643849023917457,securities
0.23643849023917457,etf
0.20634332955558018,gold
0.11034802232959441,股市
0.09627243370383476,支持者
0.0954925479758764,偏好
0.08744014706619904,投资者
0.08420359725745212,代替
0.07881283007972485,maxwell
0.07881283007972485,df353
0.07292404207829421,波动
0.07201621092959642,分散化
0.0713611865467233,指出
0.06913904131151455,自从
0.06624356482889553,高兴
0.06581900020989678,货币
0.06508919575472623,原因
0.06493480691803516,下跌
0.06477389623185591,关联度
0.06456934651458553,声音
0.06286620310855265,工具
0.05729662242230374,平均
0.05426730176731542,强大
0.054128143286465855,年化
0.053916315514759616,报告
0.05265550112025271,标普
0.05038168083390749,隔夜
0.049880861216703425,保值
0.04933927434218383,避险
0.04929696841314066,对冲
0.04920563213839159,关键
0.04844519162701149,产物
0.046916161152493877,投机
0.04591602687302783,原油
0.04515275138754028,类别
0.045054229660165014,假设
0.04437493631215277,标题
0.04403119950764652,内在
0.041952439624490356,写道
0.04101408248571074,大于
0.0403182897563715,1987年
0.040081299458226256,等于
0.03938113245993364,认定
0.03869532473502405,估值
0.038356518191380286,实体
0.03774883564091782,摘要
0.03769789097039433,取代
0.037262784256318016,给出
0.036830795057532846,装饰
0.03601472575236453,全世界
0.035875342378834274,总监
0.03366359190945268,纯粹
0.03336180996037051,金属
0.032817354608980165,补充
0.032601542499439896,理由
0.032599452132675066,更加
0.032486889895492345,工业
0.03232192788466107,近来
0.0314316814644539,资产
0.03133992644419711,策略
0.031088616203683528,科学
0.030091673603166585,一定
0.029917529453458096,数字
0.029800329596445692,上涨
0.02943969227979706,倍
0.028058291793665806,说明
0.02673507161373319,编辑
0.026510641491104058,责任
0.026432509742915125,巨大
0.02540587122432173,价值
0.024286603051332126,作用
0.024182307530959485,美元
0.02387700630133171,历史
0.022809809419090235,投资
0.021831888984584397,需求
0.021691922566993222,来自
0.021338424717752356,以来
0.02122793262524597,头
0.02070955587074849,2010年
0.02029672661533467,应该
0.01998995512435276,能力
0.019393967569082557,依然
0.019364241243264576,尤其
0.019318399888008528,继续
0.018201005969922364,比
0.016953769291788868,情况
0.016174703853493705,作为
0.015330477477659131,可能
0.013680350971284361,表示
0.012716435682684407,太
0.012495956436203584,贵
0.012295094933130208,还是
0.010691224819417068,不
0.0101858041801026,原
0.009563744072991471,道
0.009379216473079328,其
0.009153908577326378,非
