ratio,word
0.5507071847349241,收益率
0.4157342915471334,国债
0.22595705213869594,策略师
0.1511773139639422,brenner
0.1511773139639422,schumacher
0.1469039586236078,高点
0.1455468231713116,美国
0.1361453039789081,市场
0.12239419283523047,税收
0.12155607411606356,陡峭
0.11528764492013818,投票
0.1130510728987761,债券
0.10253138394630519,众议院
0.10190405596815921,主管
0.09763471576019245,涨势
0.09542112478668698,法案
0.09448582122746388,浚滨
0.09431969309513165,基点
0.0935690418720696,赤字
0.08954346439783793,剧烈
0.08700106218656627,德国
0.0798648251831288,曲线
0.07806687230705943,税改
0.0755886569819711,alliance
0.0755886569819711,10年年
0.0755886569819711,lyngen
0.0755886569819711,ian
0.0755886569819711,andrew
0.0755886569819711,fx168
0.0755886569819711,bmo
0.07144497562346987,national
0.06994077483093794,波动
0.06902107741380933,michael
0.06694738492636748,利率
0.06608015658680708,走势
0.06471019358077788,水平
0.06389403266694205,计划
0.06376696404268056,校对
0.06265962415437118,想法
0.062047660252956556,周二
0.06174075173175129,磁铁
0.06039344273708317,特朗普
0.060378338276628855,波动性
0.06011566765041336,策略
0.059293453268338826,税法
0.05580659883931466,击穿
0.05449360275823253,富国
0.051871027183103956,突破
0.051288719990401875,参议院
0.051174283057386,报社
0.05092481431760028,欧洲
0.05069059399895863,减税
0.04696024989697924,期
0.045290731724237386,里程碑
0.04435756689573427,通过
0.044223465799993485,朝着
0.04410995781739051,可能
0.042889479474556666,股吧
0.042814902152123524,蔓延
0.04180317661440127,同一个
0.041028185178451,当选
0.04031544057384587,美联储
0.03958731103227083,至关重要
0.039541973389524886,财经
0.03936209456945055,表示
0.03824099772507415,10月
0.03766876817411277,高位
0.03660415718594524,预算
0.036457848461398976,达到
0.036415856573313796,举措
0.03569820129389718,债务
0.03527792281228415,股市
0.03461285592250631,迄今
0.03427571506075791,下旬
0.03423389274977496,涨幅
0.03393402654732262,固定
0.033581814984940735,年
0.03348432959762572,提及
0.03338816396121097,正在
0.03335767257082573,活跃
0.033284768717601644,新兴
0.03319373650075502,3月份
0.03315530778727143,自从
0.03311872720230663,兴奋
0.03244564663831975,说
0.03178203695910392,收益
0.03158132876972511,股票
0.03113918661056042,下跌
0.030820961811126653,加速
0.030698228922134665,以来
0.03062529084297679,等待
0.03040917687464532,级别
0.03033897168253148,反应
0.03030435911437663,中旬
0.03005245205638661,发行
0.029217275183262573,讨论
0.02822426289532509,法律
0.0279594259396037,接近
0.027887622106877927,异常
0.02752508054205903,上升
