ratio,word
0.3430568241264989,嗜好
0.3385357667489963,评语
0.24511298227870654,所属
0.24343163747635485,类别
0.2268912729606255,生活
0.2214343031297796,食用
0.20951144509990793,食物
0.20601634118829515,动物
0.19780703370837302,家长
0.17579485141711665,国家
0.17498685711392215,地位
0.15046034077733172,海洋生物
0.1311385882077875,领域
0.1302705590558263,潜水
0.12686730139091598,亚热带
0.09745530517951032,海洋
0.09681138366420423,热带
0.08726357185818345,甲壳
0.08244785365177693,保护
0.07744635184582384,海域
0.07397954603911892,二级
0.0732622405463122,统称
0.07024381265465235,分布
0.07003406982260443,不行
0.06787856678718988,小型
0.0658394721670401,大西洋
0.06372871395016125,鱼类
0.06305880611578123,打架
0.05901429558210497,潜水者
0.05901429558210497,腔肠
0.05901429558210497,枝角
0.05901429558210497,海龙科
0.05901429558210497,蛇目
0.05901429558210497,桡足类
0.05901429558210497,蛙蛙
0.05901429558210497,小蟹
0.05901429558210497,甲壳类
0.05901429558210497,足目
0.05901429558210497,龟鳖目
0.05901429558210497,可喷墨汁
0.05901429558210497,穴鳗额
0.05901429558210497,动物门
0.05901429558210497,瓣鳃类
0.05901429558210497,腕目
0.05901429558210497,钻瓶罐
0.05901429558210497,一亚科
0.05901429558210497,蛇科
0.05901429558210497,肉食性
0.05790551689570455,伴侣
0.0557792012405429,蟹类
0.0557792012405429,小鱼
0.05536370169472091,蛙
0.05388679236443389,鱼卵
0.05388679236443389,岩礁
0.05085804944808824,游泳
0.05069403348638514,食
0.05065169802287182,广布
0.05065169802287182,杂食
0.05065169802287182,节肢
0.04931037689673084,普通
0.04875928914676281,鱼目
0.0482675447992588,海生
0.0482675447992588,软体动物
0.04741660368130975,丞相
0.04721143646568397,2018-01-31
0.04721143646568397,龄年
0.04669714321743791,草食
0.046375135923149784,苔藓
0.04616280094071535,睡觉
0.045524194805200736,浮游生物
0.04458761358606846,圆筒
0.04458761358606846,温带
0.04399098269953676,门头
0.043957118601860676,太平洋
0.042414922450633524,地区
0.042163259096887895,澳大利亚
0.042161222476327274,皮皮
0.041915520770984094,逼婚
0.04168210940734048,贝类
0.041310006907473475,喜静
0.039945790047199996,sunny
0.03898962917641029,海龟
0.0389261281347652,波斯湾
0.03862097015322931,章鱼
0.03862097015322931,捕食
0.038504282711420645,深山
0.037859499913713617,赤道
0.03678801755331302,青蛙
0.036405241296966845,毒性
0.035983849599823335,肉食
0.03572267631822392,多姿多彩
0.03550555556296348,水性
0.035016842884655626,淡水
0.0347002975623933,印度洋
0.034581287994573925,虾
0.034403864329699996,凶悍
0.03403581128607886,地中海
0.03289092456403235,看看
0.03281639781273126,细小
0.0326326896610426,配对
