ratio,word
0.416490100008216,青蛙
0.38312432337113195,外挂
0.28348997369902296,商家
0.22899204586402427,旅行
0.21255642710404646,三叶
0.20858322389663878,游戏
0.18865125690815684,操作
0.17319272297549845,手机
0.16292190274833276,买家
0.15499663292137322,丢失
0.14316891848171026,三叶草
0.12608988244825886,苹果
0.12550290355068866,玩家
0.12443076294537433,草
0.11960726869854621,充值
0.11237344788940695,泄露
0.10827658324650248,数据
0.10238373307838967,购买
0.10100053829782121,用户
0.09561787099214977,ios
0.08694109158545253,隐私
0.08284934207669334,叶
0.08243672361223853,客服
0.0805444359754371,远程
0.08029398793768774,教程
0.07698551245934028,风险
0.0765512199767319,相应
0.07249671218494232,修改
0.0687855611448225,服务
0.06655033800243362,安装
0.06648427882821135,数量
0.06068373148029494,勒索
0.057965866452996756,售价
0.05474026237835861,存在
0.05430602066167931,链接
0.05374537256125094,花费
0.05337287915635011,无限
0.047722972827236754,月销量
0.047722972827236754,耗时长
0.047722972827236754,网红
0.047722972827236754,评论区
0.044846803509569204,商机
0.04417380538679151,不当
0.043802842243846764,个人
0.041988016612740375,出现
0.04175840753434197,上限
0.03992388902120782,推出
0.039710656339840174,趁机
0.038848949769928996,缓慢
0.038471989508411575,设备
0.0381783782617894,ios11
0.0381783782617894,ios10
0.0381783782617894,ios9
0.0381783782617894,2018-01-31
0.03752447592154547,物品
0.03713182025590552,可能
0.036389236113150265,造成
0.03626913865516871,操控
0.0362321552500438,奖券
0.035919209220292105,使用
0.03545577740096295,简单
0.03499967078337001,账号
0.034885971472787686,板砖
0.034304166812934425,睡袋
0.033616037954512956,土特产
0.03254789952359603,可以
0.03235570426391752,下载
0.03230805711326315,同意
0.03194236092643916,文件
0.031706424727270886,节奏
0.031483946177673215,装备
0.030751029540746214,记录
0.030646620205579303,需要
0.030613457610285805,程序
0.030501439419364014,元
0.03035239965282718,提醒
0.030193873586489197,即可
0.03015771900202999,日文
0.02971717130683612,qq
0.029529979583116893,存档
0.02926552642286714,灯笼
0.028642180763247017,系统
0.028273113335074523,刷屏
0.02819951686354103,软件
0.028076303947522162,显示
0.02799964906774331,盗取
0.027577719297415215,明信片
0.02686847986366876,检索
0.026721029102714535,载入
0.026389012130237442,木马
0.026157862799003315,备份
0.02571193528395529,手游
0.025507289070821573,探访
0.025475297118603378,23日
0.02525232829154676,调查
0.025138044779756386,金币
0.02502914485194201,称
0.02486309853689943,钱财
0.02475251811192358,电脑
0.024119400344932256,攻略
