ratio,word
0.6348823828111222,a股
0.2846280771395064,板块
0.2810412287470914,沪指
0.16930196874963252,断崖式
0.14503802985748648,题材
0.1372710351362689,区块
0.1316319970385923,震荡
0.12803129807577165,上涨
0.12197421634383036,市场
0.10773557397467882,今日
0.10695324438439809,阳
0.1020344246434839,阳线
0.10158118124977951,3450点
0.09810623713583706,品种
0.09472462278660583,股指
0.09169896483330034,萎缩
0.09018637074750036,滞涨
0.08001051687694327,深成指
0.07467367341917837,主板
0.07437046913150912,强势
0.07400250945124479,走势
0.07253999411255344,调整
0.07213390361508888,个股
0.07180802718038536,历史
0.06377042351086153,已经
0.0637057846613643,惊人
0.06258608346498423,超买
0.06194908577289557,报收
0.06134111303904301,涨幅
0.06050752723448197,连
0.059255689062371386,十连阳
0.05843172401518998,明显
0.05690943698370959,钢铁
0.056442700930269804,创业板
0.05586920327407146,盘中
0.05570169031285155,上行
0.054546160202273916,记录
0.05382038566562441,普涨
0.053033177304805244,形态
0.05152012837461456,轮动
0.05112509468018381,介入
0.05049004793972611,午后
0.049997803532720216,权重
0.04754112746448042,还是
0.047475144677950464,也罢
0.04501283608855483,带动
0.044556208574614835,尾盘
0.04390944476433272,资金
0.04387100817348552,高点
0.043810694437202494,早盘
0.042466383488293936,短期
0.04232549218740813,连阳
0.04232549218740813,沪股通
0.04232549218740813,沪深
0.04232549218740813,更所
0.04232549218740813,机构论市
0.04057651162583138,涨停
0.04011153370493783,剧烈
0.04004278055181008,水泥
0.038686307782362345,依旧
0.03810399954707965,煤炭
0.038086575009837094,主流
0.038052991456924964,后市
0.03723916101247221,出现
0.036938076259046666,天信
0.03650595110450025,成交量
0.03506062601242003,切换
0.03461784251011017,海顺
0.03461784251011017,权重股
0.0339918525708481,使得
0.033860393749926505,3425点
0.033860393749926505,11464点
0.033860393749926505,df078
0.033860393749926505,1804点
0.0334603326324449,跌幅
0.03302986098487674,赚钱
0.03287808443104211,链
0.03273070148924711,崛起
0.032004441043243737,技术
0.03197128201300997,走
0.03185289233068215,势头
0.03151201139907639,诞生
0.03147990969082885,压力
0.03113546152961044,排除
0.030808588825150758,选择
0.030687446542851746,深度
0.030487525364956806,效应
0.030424356623645638,投顾
0.03014907365874396,整固
0.02955041781546019,多方
0.029150984134556242,房地产
0.028106028652622534,类型
0.02759020580379068,热情
0.02745420702725378,大增
0.026844891594544312,居
0.026746873138673626,量能
0.026621722498037764,圆弧
0.026501082785025748,链子
0.026442355143198006,颗粒无收
0.02619013121131887,油品
